Track name,Artist name,Album,Playlist name,Type,ISRC
"Broken Machine","Nothing But Thieves","Broken Machine (Deluxe)","Library Songs","Favorite","GBARL1700469"
"Broken (iTunes Originals Version)","Seether","iTunes Originals: Seether","Library Songs","Favorite","USWU30800146"
"Broadcasting to the Nations","Authority Zero","Broadcasting to the Nations","Library Songs","Favorite","QMEU31705615"
"Broadcasting to the Nations","Authority Zero","R&B III","Library Songs","Favorite","QZBLM1800003"
"Bro Hymn (2005 Remaster)","Pennywise","Pennywise (2005 Remaster)","Library Songs","Favorite","USEP40419114"
"Bring the Boys Back Home","Pink Floyd","The Wall (Remastered)","Library Songs","Favorite","GBN9Y1100112"
"Brick in the Wave","Authority Zero","Stories of Survival","Library Songs","Favorite","USS1N1019204"
"Brick in the Wave","Authority Zero","R&B III","Library Songs","Favorite","QZBLM1800006"
"Breed","Nirvana","Nevermind (Deluxe Edition)","Library Songs","Favorite","USGF19942504"
"Breaking the Law","Judas Priest","British Steel (Bonus Track Version)","Library Songs","Favorite","GBBBN8000007"
"Breakdown","Buzzcocks","A Different Compilation","Library Songs","Favorite","GBCEJ1100090"
"Break Stuff","Limp Bizkit","Significant Other","Library Songs","Favorite","USIR19902309"
"Break On Through (To the Other Side)","The Doors","The Very Best of The Doors","Library Songs","Favorite","USEE11200520"
"Brat","Green Day","Insomniac","Library Songs","Favorite","USRE11600564"
"Brain Stew","Green Day","Insomniac","Library Songs","Favorite","USRE11600572"
"Boys Don't Cry","The Cure","The Cure: Greatest Hits","Library Songs","Favorite","GBALB7800001"
"Bouncing Off the Wall","Green Day","Revolution Radio","Library Songs","Favorite","USRE11600443"
"Boulevard of Broken Dreams","Green Day","American Idiot","Library Songs","Favorite","USRE11200337"
"Born to Run","Bruce Springsteen","Born to Run","Library Songs","Favorite","USSM17500423"
"Born to Beg","The National","Sleep Well Beast","Library Songs","Favorite","GBAFL1700210"
"Born to Be a Dancer","Kaiser Chiefs","Employment","Library Songs","Favorite","GBDVX0400064"
"Born In the U.S.A.","Bruce Springsteen","Born In the U.S.A.","Library Songs","Favorite","USSM18400406"
"Boom Clap","Charli XCX","SUCKER","Library Songs","Favorite","GBAHS1400160"
"Book of Brilliant Things (2002 Remastered)","Simple Minds","Sparkle In the Rain (Super Deluxe)","Library Songs","Favorite","GBAAA0200615"
"Bones","The Killers","Sam's Town","Library Songs","Favorite","USUM70605407"
"Bohemian Rhapsody","Queen","The Platinum Collection","Library Songs","Favorite","GBUM71029604"
"Body Bag","The Longshot","Love Is for Losers","Library Songs","Favorite","US39N1844564"
"Blue Monday '88","New Order","The Best of New Order","Library Songs","Favorite","GBANP9400071"
"Blue Monday","New Order","Total","Library Songs","Favorite","GBCRL1100216"
"Bloody Horizon","Timur Mucuraev","Welcome to Hell! 1995","Library Songs","Favorite","GBLPF0098532"
"Blood, Sex and Booze","Green Day","Warning:","Library Songs","Favorite","USRE11600578"
"Blood Looks Cool","Moon Shot","Confession","Library Songs","Favorite","DERK42000082"
"Blood (Hidden Track)","My Chemical Romance","The Black Parade","Library Songs","Favorite","USRE11600414"
"Block Rockin' Beats","The Chemical Brothers","Dig Your Own Hole","Library Songs","Favorite","GBAAA9700048"
"Blitzkrieg Bop","Ramones","Hey Ho Let's Go: Greatest Hits","Library Songs","Favorite","USWB11302758"
"Bliss","Muse","Origin of Symmetry","Library Songs","Favorite","GBAHT1500255"
"Blinding Lights","The Weeknd","Blinding Lights - Single","Library Songs","Favorite","USUG11904206"
"Blew","Nirvana","Bleach","Library Songs","Favorite","USSUB0983401"
"Bleed American","Jimmy Eat World","Bleed American","Library Songs","Favorite","USDW10110237"
"Black Widow Blues","Townes Van Zandt","In the Beginning","Library Songs","Favorite","USFP70920601"
"Black Sabbath","Black Sabbath","Black Sabbath (Remastered)","Library Songs","Favorite","GB5KW1601266"
"Black Honey","Thrice","Black Honey - Single","Library Songs","Favorite","QMRSZ1600157"
"Black Hole Sun","Soundgarden","Superunknown (Super Deluxe Edition)","Library Songs","Favorite","USAM19400007"
"Black Euro","Disco Ensemble","First Aid Kit","Library Songs","Favorite","FIFR50500005"
"Black Chandelier","Biffy Clyro","Black Chandelier - EP","Library Songs","Favorite","GBAHT1200516"
"Black Balloon","The Goo Goo Dolls","Dizzy Up the Girl","Library Songs","Favorite","USWB11507955"
"Black","Pearl Jam","Ten","Library Songs","Favorite","USSM19100412"
"Bizarre Love Triangle '94","New Order","The Best of New Order","Library Songs","Favorite","GBANP9400058"
"Bitter Sweet Symphony","The Verve","Urban Hymns (Deluxe / Remastered 2016)","Library Songs","Favorite","GBUM71601816"
"The Bitter End","Placebo","A Place For Us To Dream","Library Songs","Favorite","GBY2T1600314"
"Billie Jean","Chris Cornell","Carry On","Library Songs","Favorite","USUM70730465"
"Bigmouth Strikes Again","The Smiths","The Queen Is Dead","Library Songs","Favorite","GBCRL1300319"
"Bigger Than Us","White Lies","Ritual","Library Songs","Favorite","GBUM71027262"
"Big Yellow Taxi (feat. Vanessa Carlton)","Counting Crows","Hard Candy","Library Songs","Favorite","USIR10211754"
"Big Machine","The Goo Goo Dolls","Gutterflower","Library Songs","Favorite","USWB11600573"
"Big In Japan","Alphaville","Forever Young","Library Songs","Favorite","DEA629260037"
"Big Cheese","Nirvana","Bleach","Library Songs","Favorite","USSUB0983412"
"Big Bang","Moon Shot","Confession","Library Songs","Favorite","DERK42000050"
"Big Bad World","Authority Zero","Stories of Survival","Library Songs","Favorite","USS1N1019206"
"Biessensoŭnasć","Nürnberg","Skryvaj","Library Songs","Favorite","RUA3R1825010"
"Beverly Hills","Weezer","Make Believe","Library Songs","Favorite","USIR10500448"
"Between The Bars (Remastered 2017)","Elliott Smith","Either/Or (Expanded Edition)","Library Songs","Favorite","USKRS1662004"
"Between Angels And Insects","Papa Roach","Infest","Library Songs","Favorite","USDW10021716"
"Better Man","Pearl Jam","Vitalogy (Expanded Edition)","Library Songs","Favorite","USSM11100237"
"Better Living Through Chemistry","Queens of the Stone Age","Rated R (Deluxe Edition)","Library Songs","Favorite","USIR10000330"
"Best Thing in Town","Green Day","Kerplunk","Library Songs","Favorite","USA560436625"
"Best of You","Foo Fighters","Greatest Hits","Library Songs","Favorite","USRW30500001"
"The Bends","Radiohead","The Bends","Library Songs","Favorite","GBAYE9400054"
"Behind Blue Eyes","Limp Bizkit","Results May Vary","Library Songs","Favorite","USIR10312186"
"Beggin'","Måneskin","Chosen","Library Songs","Favorite","ITB001700846"
"Beggar","hmyrov","After Russia","Library Songs","Favorite","QZW9N2259729"
"Before You Die","Bad Religion","New Maps of Hell (Deluxe Edition)","Library Songs","Favorite","USEP40713106"
"Before the Lobotomy","Green Day","21st Century Breakdown","Library Songs","Favorite","USRE11200290"
"Beetlebum (2012 Remaster)","Blur","Blur","Library Songs","Favorite","GBAYE1200861"
"Been a Son (Blew EP Version)","Nirvana","Nirvana","Library Songs","Favorite","USUG10200085"
"Beautiful Day","U2","All That You Can't Leave Behind","Library Songs","Favorite","GBUM71701873"
"Beat On the Brat","Ramones","Hey Ho Let's Go: Greatest Hits","Library Songs","Favorite","USWB11302759"
"Be Yourself","Audioslave","Out of Exile (UK Version)","Library Songs","Favorite","USIR10500509"
"Be the One","Moby","Destroyed (Deluxe Version)","Library Songs","Favorite","GB3AD1010002"
"Be Quiet and Drive (Far Away) [Acoustic]","Deftones","Little Nicky (Music from the Motion Picture)","Library Songs","Favorite","USMV20000187"
"Be Quiet and Drive (Far Away)","Deftones","Around the Fur","Library Songs","Favorite","USRE11600089"
"Be My Baby","The Ronettes","Dirty Dancing (Original Motion Picture Soundtrack)","Library Songs","Favorite","USBMG0100039"
"Be Mine","Ofenbach","Be Mine - Single","Library Songs","Favorite","FR9W11620052"
"Bayside","Authority Zero","R&B III","Library Songs","Favorite","QZBLM1800007"
"Bayside","Authority Zero","Broadcasting to the Nations","Library Songs","Favorite","QMEU31705617"
"Bay of Biscay","Disco Ensemble","The Island Of Disco Ensemble","Library Songs","Favorite","FIFR51000043"
"Basket Case","Green Day","Dookie","Library Songs","Favorite","USRE11600554"
"Barracuda","Heart","Little Queen","Library Songs","Favorite","USSM10009075"
"Barra Barra","Rachid Taha","Black Hawk Down (Original Motion Picture Soundtrack)","Library Songs","Favorite","FRZ010001290"
"Bark at the Moon","Ozzy Osbourne","Bark at the Moon (Bonus Track Version)","Library Songs","Favorite","USSM18300021"
"Bang Bang Bang Bang","Sohodolls","Ribbed Music for the Numb Generation","Library Songs","Favorite","GBHGV0700025"
"Bang Bang","Green Day","Revolution Radio","Library Songs","Favorite","USRE11600439"
"Badfish","Sublime","Jah Won't Pay the Bills","Library Songs","Favorite","USGA19244450"
"Bad to the Bone","George Thorogood & The Destroyers","Bad to the Bone - Single","Library Songs","Favorite","USCA20704214"
"Bad Luck Charm","Disco Ensemble","Magic Recoveries","Library Songs","Favorite","DEUM70801466"
"Bad Liar","Imagine Dragons","Origins (Deluxe)","Library Songs","Favorite","USUM71816161"
"bad guy","Billie Eilish","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","Library Songs","Favorite","USUM71900764"
"Back To the Shack","Weezer","Everything Will Be Alright In the End","Library Songs","Favorite","USUM71410293"
"Back In the U.S.S.R.","The Beatles","The Beatles 1967-1970 (The Blue Album)","Library Songs","Favorite","GBAYE0601644"
"Back In Black","AC/DC","Back In Black","Library Songs","Favorite","AUAP08000046"
"Baby, I Love You","Ramones","Hey Ho Let's Go: Greatest Hits","Library Songs","Favorite","USWB11302810"
"BABY SAID","Måneskin","RUSH!","Library Songs","Favorite","ITB002200844"
"Baby Eyes","Green Day","¡Dos!","Library Songs","Favorite","USRE11200493"
"Baby Blue","Badfinger","Straight Up (Remastered)","Library Songs","Favorite","GBDCE1000031"
"Bab's Uvula Who?","Green Day","Insomniac","Library Songs","Favorite","USRE11600568"
"B.Y.O.B.","System Of A Down","Mezmerize","Library Songs","Favorite","USSM10501327"
"Auto Rock","Mogwai","Miami Vice (Original Motion Picture Soundtrack)","Library Songs","Favorite","USMTD0668101"
"Authority Zero","Authority Zero","R&B III","Library Songs","Favorite","QZBLM1800014"
"Ausländer","Rammstein","Rammstein","Library Songs","Favorite","DEUM71900527"
"August","Intelligency","August - Single","Library Songs","Favorite","RUA592000667"
"Atrocity Exhibition","Joy Division","Closer (Collector's Edition)","Library Songs","Favorite","GBAAP0600151"
"Atomic","Blondie","Eat To the Beat","Library Songs","Favorite","USGHH1700001"
"Atmosphere","Joy Division","The Best of Joy Division","Library Songs","Favorite","GBAAP9500273"
"At the Library","Green Day","1039 / Smoothed out Slappy Hours","Library Songs","Favorite","USA560436354"
"At 1 AM","The Subways","Young for Eternity (Deluxe Edition)","Library Songs","Favorite","GBAHT0500223"
"Assassin","Muse","Black Holes and Revelations","Library Songs","Favorite","GBAHT1500289"
"Asleep","Naum Blik","After Russia","Library Songs","Favorite","QZW9N2259723"
"Asleep","The Smiths","Complete","Library Songs","Favorite","GBCRL1300262"
"Ashley","Green Day","¡Dos!","Library Songs","Favorite","USRE11200492"
"Ashes to Ashes (2016 Remastered Version)","Faith No More","Album of the Year (Remastered) [Deluxe Edition]","Library Songs","Favorite","GBAHT1600370"
"The Artist in the Ambulance","Thrice","The Artist in the Ambulance","Library Songs","Favorite","USIR20300329"
"Arsonists Vs. Firemen","Disco Ensemble","Magic Recoveries","Library Songs","Favorite","DEUM70801468"
"Army of the Night","Powerwolf","Blessed & Possessed","Library Songs","Favorite","ATN261558603"
"Armatage Shanks","Green Day","Insomniac","Library Songs","Favorite","USRE11600563"
"Armageddon","Alkaline Trio","From Here to Infirmary","Library Songs","Favorite","USVR90235308"
"Are We the Waiting / St. Jimmy","Green Day","American Idiot (Deluxe Edition)","Library Songs","Favorite","USRE10401219"
"Are We the Waiting","Green Day","American Idiot","Library Songs","Favorite","USRE11200338"
"Architects","Rise Against","Endgame","Library Songs","Favorite","USUM71101030"
"Apartment Story","The National","Boxer","Library Songs","Favorite","GBAZP0700009"
"The Anthem","Good Charlotte","The Young and the Hopeless","Library Songs","Favorite","USSM10209827"
"Another State of Mind (Bonus Track)","Green Day","21st Century Breakdown (Deluxe Version)","Library Songs","Favorite","USRE10900939"
"Another One Bites the Dust","Queen","The Platinum Collection","Library Songs","Favorite","GBUM71029605"
"Another Love Song","Queens of the Stone Age","Songs For The Deaf","Library Songs","Favorite","USIR10211283"
"Another Life","Kano","Another Life","Library Songs","Favorite","ITC899000001"
"Another Day","Paul McCartney","All the Best!","Library Songs","Favorite","GBCCS0700019"
"Another Brick In the Wall, Pt. 3","Pink Floyd","The Wall (Remastered)","Library Songs","Favorite","GBN9Y1100106"
"Another Brick In the Wall, Pt. 2","Pink Floyd","The Wall (Remastered)","Library Songs","Favorite","GBN9Y1100099"
"Another Brick In the Wall, Pt. 1","Pink Floyd","The Wall (Remastered)","Library Songs","Favorite","GBN9Y1100097"
"Animals","Muse","The 2nd Law","Library Songs","Favorite","GBAHT1200406"
"The Animal Trainer and the Toad","Mountain","Nantucket Sleighride","Library Songs","Favorite","USSM10008150"
"Animal I Have Become","Three Days Grace","One-X","Library Songs","Favorite","USJI10600117"
"Animal (Remastered)","Pearl Jam","Vs.","Library Songs","Favorite","USSM11100213"
"Angel of the Morning","Juice Newton","Juice Newton's Greatest Hits (And More)","Library Songs","Favorite","USCN18100023"
"Angel Blue","Green Day","¡Uno!","Library Songs","Favorite","USRE11200257"
"Angel","Massive Attack","Mezzanine","Library Songs","Favorite","GBAAA9800327"
"Android","Green Day","Kerplunk","Library Songs","Favorite","USA560436620"
"Anarchy In the U.K. (Denmark Street Demo, July 1976)","Sex Pistols","76-77","Library Songs","Favorite","GBAJE7600254"
"Amy","Green Day","¡Dos!","Library Songs","Favorite","USRE11200488"
"Amsterdam","Nothing But Thieves","Broken Machine (Deluxe)","Library Songs","Favorite","GBARL1700467"
"Amour plastique","Videoclub, Adèle Castillon & Mattyeux","Euphories","Library Songs","Favorite","QM2PV1803628"
"Amish Paradise (Parody of ""Gangsta's Paradise"" by Coolio)","""Weird Al"" Yankovic","Bad Hair Day","Library Songs","Favorite","USVR10300129"
"Amerika (Live)","Rammstein","Paris (Live)","Library Songs","Favorite","DEUM71701057"
"Amerika","Rammstein","Reise, Reise","Library Songs","Favorite","DEN120404987"
"American Skin (41 Shots)","Bruce Springsteen","High Hopes","Library Songs","Favorite","USSM11306947"
"American Pie (Full Length Version)","Don Mclean","American Pie","Library Songs","Favorite","USEM38600088"
"American Jesus (Andy Wallace Mix)","Bad Religion","Christmas Songs","Library Songs","Favorite","USEP41320018"
"American Jesus","Bad Religion","Recipe for Hate","Library Songs","Favorite","USEP40303603"
"American Idiot (Live)","Green Day","Awesome As Fuck (Live) [Deluxe Edition]","Library Songs","Favorite","USRE11100035"
"American Idiot","Green Day","American Idiot (Deluxe Edition)","Library Songs","Favorite","USRE10400888"
"American Idiot","Green Day","American Idiot","Library Songs","Favorite","USRE11200334"
"American Eulogy: A. Mass Hysteria, B. Modern World","Green Day","21st Century Breakdown","Library Songs","Favorite","USRE11200302"
"American Dreams","Papa Roach","Crooked Teeth (Deluxe)","Library Songs","Favorite","USDPK1700002"
"The American Dream Is Killing Me","Green Day","Saviors","Library Songs","Favorite","USRE12300349"
"American Attraction","Anti-Flag","American Fall","Library Songs","Favorite","GBUM71703658"
"Amanda","Boston","Third Stage","Library Songs","Favorite","USMC18621437"
"Amanda","Green Day","¡Tré!","Library Songs","Favorite","USRE11200538"
"Always Leaving","Mayday Parade","Sunnyland","Library Songs","Favorite","QMRSZ1800575"
"Aluminum Union","Strike Anywhere","Exit English","Library Songs","Favorite","USA6M0408709"
"Alright (2015 - Remaster)","Supergrass","I Should Coco (20th Anniversary Collector's Edition) [Deluxe]","Library Songs","Favorite","GBAYE1500312"
